Date,HVAC Actual [kW],Chiller Power [kW]
2019-01-01,0.9194347222222223,0.1440111111111111
2019-01-02,1.0146249999999999,0.14428819444444443
2019-01-03,1.765204861111111,0.14441666666666667
2019-01-04,2.717530555555556,0.14427222222222222
2019-01-05,0.6081916666666667,0.14456805555555555
2019-01-06,0.6758923611111112,0.14454999999999998
2019-01-07,2.5573520833333334,0.14406180555555553
2019-01-08,2.53861875,0.14367638888888887
2019-01-09,2.639216666666667,0.14430138888888888
2019-01-10,2.743832638888889,0.14410138888888888
2019-01-11,2.5891863699582753,0.1444742698191933
2019-01-12,0.5852569444444445,0.14457569444444443
2019-01-13,0.6530881944444444,0.14419652777777775
2019-01-14,2.6590381944444443,0.14389652777777776
2019-01-15,2.6168340277777777,0.14382013888888887
2019-01-16,2.5070840277777777,0.14420138888888887
2019-01-17,2.704184027777778,0.1444673611111111
2019-01-18,2.7291993055555555,0.14289583333333333
2019-01-19,1.03683125,0.14487777777777777
2019-01-20,1.0744444444444445,0.1477972222222222
2019-01-21,2.8105159722222224,0.14890902777777776
2019-01-22,2.8045125,0.14629444444444445
2019-01-23,2.7943201388888887,0.14452916666666665
2019-01-24,2.829360416666667,0.14428125
2019-01-25,2.744357638888889,0.1442659722222222
2019-01-26,0.5912909722222223,0.1451722222222222
2019-01-27,0.7475680555555556,0.14513402777777779
2019-01-28,2.816525,0.14414097222222222
2019-01-29,2.7741708333333333,0.14401944444444442
2019-01-30,2.7867055555555553,0.14460694444444444
2019-01-31,2.8137895833333335,0.14447430555555554
2019-02-01,2.780393055555556,0.1442375
2019-02-02,0.986073611111111,0.14491527777777777
2019-02-03,0.9409263888888889,0.14484305555555554
2019-02-04,2.7920687500000003,0.1438298611111111
2019-02-05,2.685394993045897,0.1444840055632823
2019-02-06,2.5854555555555554,0.14418888888888887
2019-02-07,2.538923611111111,0.14353472222222222
2019-02-08,2.5126493055555557,0.1442986111111111
2019-02-09,0.5396645833333333,0.1446972222222222
2019-02-10,0.63385,0.14472083333333333
