Date,Humidifier power [kW],HV light Power [kW]
2017-01-01,0.0,1.0022784722222222
2017-01-02,0.0,3.860323611111111
2017-01-03,0.0,3.830122916666667
2017-01-04,0.0,3.6886277777777776
2017-01-05,1.0871951388888887,3.523226388888889
2017-01-06,7.279200694444444,3.77245625
2017-01-07,0.008733612273361226,1.0946059972105997
2017-01-08,0.008513194444444445,0.9970243055555555
2017-01-09,6.123659027777777,4.119975
2017-01-10,4.6120777777777775,4.093736111111111
2017-01-11,4.429970138888889,3.9957687500000003
2017-01-12,6.081235416666666,4.316984027777778
2017-01-13,5.6806125000000005,4.150802083333333
2017-01-14,0.009131944444444444,0.9386208333333333
2017-01-15,0.009047916666666666,0.9306319444444444
2017-01-16,5.930340277777778,4.1158
2017-01-17,6.800836111111111,4.321179861111111
2017-01-18,6.741191666666667,4.268855555555556
2017-01-19,7.62376013986014,3.8192407277816653
2017-01-20,8.437234722222222,3.6359763888888885
2017-01-21,0.009239024390243902,0.906645993031359
2017-01-22,0.009234027777777777,0.8946062499999999
2017-01-23,6.728204861111111,4.290739583333333
2017-01-24,5.083449305555556,5.011735416666667
2017-01-25,6.858494444444444,4.200048611111111
2017-01-26,7.347843055555556,4.428826388888889
2017-01-27,7.544446527777779,3.2675243055555554
2017-01-28,0.009221527777777778,0.95155625
2017-01-29,1.1386708333333333,1.1885965277777777
2017-01-30,3.9402618055555556,3.8237590277777778
2017-01-31,6.132010416666666,3.939879166666667
2017-02-01,5.877028472222222,3.902086111111111
2017-02-02,3.011565277777778,4.046988194444444
2017-02-03,4.171889583333333,4.086377083333333
2017-02-04,0.009182638888888888,1.760453472222222
2017-02-05,0.008868055555555556,1.5307020833333331
2017-02-06,6.5145631542219125,3.9876173184357544
2017-02-07,4.852672222222222,3.9751180555555554
2017-02-08,5.384429166666667,3.8006111111111114
2017-02-09,6.605772222222222,3.9126125000000003
2017-02-10,6.71243125,3.4131527777777775
2017-02-11,0.00921736111111111,0.90193125
2017-02-12,0.008885416666666666,0.8693930555555555
2017-02-13,7.479955555555556,3.8567111111111108
2017-02-14,7.9693625,4.578764583333333
2017-02-15,3.876910416666667,4.009923611111111
2017-02-16,4.362521527777778,3.892026388888889
2017-02-17,3.825186111111111,3.5568388888888887
2017-02-18,0.008738888888888888,0.8713736111111111
2017-02-19,0.00872361111111111,0.9021687500000001
2017-02-20,3.440529166666667,3.8254437500000003
2017-02-21,3.717729673384295,3.9320514246004166
2017-02-22,2.6027208333333336,3.8500618055555553
2017-02-23,4.105169444444445,3.8173979166666667
2017-02-24,6.1086680555555555,3.72474375
2017-02-25,0.008726388888888888,0.8461847222222223
2017-02-26,0.008826388888888889,0.8623048611111112
