DateTime,HVAC Actual [kW],Chiller Power [kW]
2017-01-31,2.0982888411704366,3.530400257242234e-05
2017-02-28,2.3128839719588417,2.5884748347738195e-06
2017-03-31,2.520847395659063,0.28173994143156406
2017-04-30,2.4530006538413565,1.8759209875398962e-06
2017-05-31,2.6224110865913124,3.0489467355841686
2017-06-30,4.595271181412044,5.7069101466309835
2017-07-31,4.995346403864892,4.93887472429044
2017-08-31,4.988847771866145,4.5827198935382185
2017-09-30,4.192114877943511,1.1270146430477086
2017-10-31,4.371879049394473,0.5152029758578184
2017-11-30,4.717413656619678,1.1167979658878688e-05
2017-12-31,4.3629449203746535,4.166104026127215e-06
