Date,Power[kW],PV panels power [kW]
2020-01-01,4.016756944444444,-0.21238819444444446
2020-01-02,7.180062500000001,-0.11117222222222221
2020-01-03,4.815569444444445,-0.08147777777777777
2020-01-04,2.1343541666666663,-0.1751875
2020-01-05,2.1460208333333335,-0.07752777777777778
2020-01-06,9.878868055555555,-1.2182048611111111
2020-01-07,5.384895833333333,-0.13937569444444445
2020-01-08,5.136416666666666,-0.12417291666666666
2020-01-09,5.4865208333333335,-0.051595138888888885
2020-01-10,5.2440347222222226,-0.2631583333333333
2020-01-11,1.939875,-0.527892361111111
2020-01-12,2.204388888888889,-0.09292708333333333
2020-01-13,5.248708333333334,-0.7268583333333333
2020-01-14,5.753131944444444,-0.03586319444444445
2020-01-15,4.966673611111111,-0.10647083333333335
2020-01-16,4.555715277777778,-1.3578201388888889
2020-01-17,5.288875,-0.22833819444444445
2020-01-18,2.1363958333333333,-0.7125812499999999
2020-01-19,1.9404722222222224,-1.3570444444444445
2020-01-20,7.707645833333333,-0.32804652777777776
2020-01-21,8.830159722222222,-0.21171805555555556
2020-01-22,9.42382638888889,-0.13989861111111113
2020-01-23,8.439375,-0.5484249999999999
2020-01-24,9.801034722222223,-0.11881597222222222
2020-01-25,2.4591458333333334,-0.2061125
2020-01-26,1.9736527777777777,-1.1582
2020-01-27,5.139895833333333,-0.22617916666666665
2020-01-28,9.827979166666665,-0.5245375
2020-01-29,9.203076388888888,-0.9901131944444443
2020-01-30,5.506722222222223,-0.2828138888888889
2020-01-31,5.401722222222222,-0.17530347222222223
2020-02-01,1.670048611111111,-0.5785770833333334
2020-02-02,1.9426597222222222,-0.1630361111111111
2020-02-03,5.6268263888888885,-0.4596826388888889
2020-02-04,9.919729166666666,-0.27059513888888886
2020-02-05,9.0960625,-1.0819930555555555
2020-02-06,9.540979166666666,-0.77364375
2020-02-07,8.521284722222221,-2.013020138888889
2020-02-08,2.0986458333333333,-0.20247361111111112
2020-02-09,1.917659722222222,-0.24886180555555554
2020-02-10,10.126097222222223,-0.7056902777777777
2020-02-11,10.223909722222222,-0.6988743055555555
2020-02-12,9.298062499999999,-1.3472479166666667
2020-02-13,8.978826388888889,-0.6624034722222222
2020-02-14,9.509840277777778,-0.8827368055555556
2020-02-15,1.5482916666666666,-0.7016701388888889
2020-02-16,1.7319097222222222,-0.3935743055555555
2020-02-17,10.274548611111111,-1.2576625000000001
2020-02-18,9.924368055555556,-1.2986
2020-02-19,9.603562499999999,-1.6902055555555557
2020-02-20,5.190708333333333,-0.45607013888888887
2020-02-21,9.935090277777778,-0.7563118055555555
2020-02-22,1.912951388888889,-0.18923402777777779
2020-02-23,1.9896388888888887,-0.1126923611111111
2020-02-24,9.131222222222222,-0.18584305555555553
2020-02-25,8.502173611111111,-1.5296694444444445
2020-02-26,10.607791666666666,-0.6709375
2020-02-27,10.183340277777777,-0.20925555555555553
2020-02-28,10.898256944444444,-0.7829034722222222
2020-02-29,1.6682291666666667,-0.810325
2020-03-01,1.5230486111111112,-1.3378208333333332
2020-03-02,4.751625,-0.48598680555555557
2020-03-03,10.034826388888888,-1.8512083333333331
2020-03-04,9.092361111111112,-1.769952083333333
2020-03-05,5.578173611111111,-0.20359236111111112
2020-03-06,4.615840277777778,-1.0081173611111112
2020-03-07,1.6357430555555554,-2.357490972222222
2020-03-08,1.5003819444444446,-0.5538673611111111
2020-03-09,3.5296875,-1.2549652777777778
2020-03-10,5.4326875,-0.2713166666666667
2020-03-11,4.351763888888889,-1.2272520833333334
2020-03-12,9.893520833333334,-2.6891479166666667
2020-03-13,8.410548611111112,-1.7795145833333335
2020-03-14,1.7427291666666669,-2.005763888888889
2020-03-15,1.5146180555555557,-0.5826875
2020-03-16,3.2495486111111114,-1.897442361111111
2020-03-17,2.476722222222222,-3.1845645833333336
2020-03-18,4.990972222222222,-2.322009027777778
2020-03-19,4.238423611111111,-1.2804715277777776
2020-03-20,5.132652777777778,-0.46984375
2020-03-21,0.3774236111111111,-3.663679861111111
2020-03-22,-1.2912152777777777,-3.7367326388888893
2020-03-23,5.022708913649025,-3.741594011142061
2020-03-24,7.392090277777778,-3.6905020833333335
2020-03-25,7.306583333333333,-3.7145284722222223
2020-03-26,7.700861111111111,-3.6116152777777777
2020-03-27,5.963749999999999,-3.3929819444444447
2020-03-28,0.08366666666666665,-3.794438888888889
2020-03-29,-0.8335119478638667,-3.0756632874728456
2020-03-30,14.701597222222222,-2.0271263888888886
2020-03-31,22.858159722222222,-3.9773743055555553
2020-04-01,20.608638888888887,-3.7512680555555558
2020-04-02,15.726111111111111,-1.7096250000000002
2020-04-03,5.285340277777778,-2.2826673611111112
2020-04-04,0.13513194444444446,-3.9763027777777777
2020-04-05,-1.5970555555555557,-3.8923104166666667
2020-04-06,4.532736111111111,-3.3159777777777775
2020-04-07,3.312131944444445,-3.9040472222222227
2020-04-08,4.008875,-3.4201902777777775
2020-04-09,5.394319444444444,-3.2689770833333336
2020-04-10,3.062888888888889,-3.8436902777777777
2020-04-11,0.21125,-3.8646819444444445
2020-04-12,-0.680951388888889,-3.040101388888889
2020-04-13,11.252652777777778,-3.24575625
2020-04-14,14.570321453529,-1.8410593990216633
2020-04-15,6.293534722222223,-3.9288875
2020-04-16,3.883076388888889,-3.704710416666667
2020-04-17,2.5554722222222224,-3.8660909722222225
2020-04-18,1.176923611111111,-1.7205812500000002
2020-04-19,-0.2716805555555556,-3.6881715277777776
2020-04-20,4.976513888888889,-4.645677083333333
2020-04-21,6.260180555555555,-4.691079861111111
2020-04-22,2.625493055555556,-4.619643055555556
2020-04-23,6.022291666666667,-4.346579861111111
2020-04-24,3.555791666666667,-4.421376388888889
2020-04-25,0.7048194444444444,-3.1034875
2020-04-26,-2.1899583333333332,-4.501054861111111
2020-04-27,2.205138888888889,-4.158048611111111
2020-04-28,4.392833333333334,-0.7774965277777778
2020-04-29,4.6560625,-1.7055506944444443
2020-04-30,2.917979166666667,-3.406038888888889
2020-05-01,4.0172847222222225,-2.14001875
2020-05-02,0.7113333333333333,-3.0336875
2020-05-03,-0.5436458333333334,-2.816684722222222
2020-05-04,3.0005,-3.738804861111111
2020-05-05,4.824888888888889,-5.007540277777778
2020-05-06,4.842722222222222,-4.483806944444444
2020-05-07,5.179388888888889,-4.379777777777778
2020-05-08,3.738298611111111,-3.9513645833333335
2020-05-09,-0.27132638888888894,-4.424508333333334
2020-05-10,0.517375,-1.7941979166666666
2020-05-11,12.023249999999999,-3.891986111111111
2020-05-12,4.0484375,-2.3930083333333334
2020-05-13,12.360979166666668,-3.1639423611111113
2020-05-14,9.266104166666667,-4.259251388888889
2020-05-15,2.202673611111111,-4.004511111111111
2020-05-16,0.5929722222222222,-3.4231784722222227
2020-05-17,-1.5807222222222221,-3.8341243055555556
2020-05-18,1.6305,-4.591803472222223
2020-05-19,4.897381944444444,-4.329258333333333
2020-05-20,3.5726875000000002,-4.399893055555555
2020-05-21,3.618180555555556,-4.348478472222222
2020-05-22,3.484888888888889,-2.2290118055555554
2020-05-23,0.2717361111111111,-3.647886111111111
2020-05-24,1.101923611111111,-0.97354375
