DateTime,HVAC Actual [kW],Chiller Power [kW]
2017-01-31,63.352952526,4.461221458
2017-02-28,52.345818483,4.018082397
2017-03-31,54.336973642,5.562927251
2017-04-30,47.234762501,4.300336113
2017-05-31,53.798850375,16.86506861
2017-06-30,70.694704861,27.794068058
2017-07-31,68.047365279,26.275600001
2017-08-31,68.588042362,24.626898607
2017-09-30,64.4837453,8.749183644
2017-10-31,60.875061808,6.495715972
2017-11-30,65.007893088,4.28845221
2017-12-31,61.913835124,4.17041594
