DateTime,Date,Humidifier power [kW],HV light Power [kW]
2019-01-31,2019-01-012019-01-022019-01-032019-01-042019-01-052019-01-062019-01-072019-01-082019-01-092019-01-102019-01-112019-01-122019-01-132019-01-142019-01-152019-01-162019-01-172019-01-182019-01-192019-01-202019-01-212019-01-222019-01-232019-01-242019-01-252019-01-262019-01-272019-01-282019-01-292019-01-302019-01-31,3.4752654796399303,92.19782488023489
2019-02-28,2019-02-012019-02-022019-02-032019-02-042019-02-052019-02-062019-02-072019-02-082019-02-092019-02-102019-02-112019-02-122019-02-132019-02-142019-02-152019-02-162019-02-172019-02-182019-02-192019-02-202019-02-212019-02-222019-02-232019-02-242019-02-252019-02-262019-02-272019-02-28,0.3887065745248028,81.95568940948075
2019-03-31,2019-03-012019-03-022019-03-032019-03-042019-03-052019-03-062019-03-072019-03-082019-03-092019-03-102019-03-112019-03-122019-03-132019-03-142019-03-152019-03-162019-03-172019-03-182019-03-192019-03-202019-03-212019-03-222019-03-232019-03-242019-03-252019-03-262019-03-272019-03-282019-03-292019-03-302019-03-31,28.112477947240325,70.38446017831282
2019-04-30,2019-04-012019-04-022019-04-032019-04-042019-04-052019-04-062019-04-072019-04-082019-04-092019-04-102019-04-112019-04-122019-04-132019-04-142019-04-152019-04-162019-04-172019-04-182019-04-192019-04-202019-04-212019-04-222019-04-232019-04-242019-04-252019-04-262019-04-272019-04-282019-04-292019-04-30,27.900471527777775,74.28032708333333
2019-05-31,2019-05-012019-05-022019-05-032019-05-042019-05-052019-05-062019-05-072019-05-082019-05-092019-05-102019-05-112019-05-122019-05-132019-05-142019-05-152019-05-162019-05-172019-05-182019-05-192019-05-202019-05-212019-05-222019-05-232019-05-242019-05-252019-05-262019-05-272019-05-282019-05-292019-05-302019-05-31,9.37831983119005,74.31728796897546
2019-06-30,2019-06-012019-06-022019-06-032019-06-042019-06-052019-06-062019-06-072019-06-082019-06-092019-06-102019-06-112019-06-122019-06-132019-06-142019-06-152019-06-162019-06-172019-06-182019-06-192019-06-202019-06-212019-06-222019-06-232019-06-242019-06-252019-06-262019-06-272019-06-282019-06-292019-06-30,0.2511316654411103,67.38613535210078
2019-07-31,2019-07-012019-07-022019-07-032019-07-042019-07-052019-07-062019-07-072019-07-082019-07-092019-07-102019-07-112019-07-122019-07-132019-07-142019-07-152019-07-162019-07-172019-07-182019-07-192019-07-202019-07-212019-07-222019-07-232019-07-242019-07-252019-07-262019-07-272019-07-282019-07-292019-07-302019-07-31,0.2596345997589597,74.17443252177124
2019-08-31,2019-08-012019-08-022019-08-032019-08-042019-08-052019-08-062019-08-072019-08-082019-08-092019-08-102019-08-112019-08-122019-08-132019-08-142019-08-152019-08-162019-08-172019-08-182019-08-192019-08-202019-08-212019-08-222019-08-232019-08-242019-08-252019-08-262019-08-272019-08-282019-08-292019-08-302019-08-31,0.2625153361344523,68.76876565126051
2019-09-30,2019-09-012019-09-022019-09-032019-09-042019-09-052019-09-062019-09-072019-09-082019-09-092019-09-102019-09-112019-09-122019-09-132019-09-142019-09-152019-09-162019-09-172019-09-182019-09-192019-09-202019-09-212019-09-222019-09-232019-09-242019-09-252019-09-262019-09-272019-09-282019-09-292019-09-30,0.2564405712050065,68.39280513497653
2019-10-31,2019-10-012019-10-022019-10-032019-10-042019-10-052019-10-062019-10-072019-10-082019-10-092019-10-102019-10-112019-10-122019-10-132019-10-142019-10-152019-10-162019-10-172019-10-182019-10-192019-10-202019-10-212019-10-222019-10-232019-10-242019-10-252019-10-262019-10-272019-10-282019-10-292019-10-302019-10-31,4.408917582866478,79.66737228641456
2019-11-30,2019-11-012019-11-022019-11-032019-11-042019-11-052019-11-062019-11-072019-11-082019-11-092019-11-102019-11-112019-11-122019-11-132019-11-142019-11-152019-11-162019-11-172019-11-182019-11-192019-11-202019-11-212019-11-222019-11-232019-11-242019-11-252019-11-262019-11-272019-11-282019-11-292019-11-30,3.225656944444443,77.87573402777778
2019-12-31,2019-12-012019-12-022019-12-032019-12-042019-12-052019-12-062019-12-072019-12-082019-12-092019-12-102019-12-112019-12-122019-12-132019-12-142019-12-152019-12-162019-12-172019-12-182019-12-192019-12-202019-12-212019-12-222019-12-232019-12-242019-12-252019-12-262019-12-272019-12-282019-12-292019-12-302019-12-31,30.528858333333332,61.619591666666665
