Date,Humidifier power [kW],HV light Power [kW]
2018-01-01,0.010394444444444444,1.0621548611111111
2018-01-02,0.009995138888888888,2.456249305555555
2018-01-03,0.010386111111111112,2.729186111111111
2018-01-04,0.009940277777777777,3.231813888888889
2018-01-05,0.010245138888888889,3.1620152777777775
2018-01-06,0.009444444444444445,0.9835138888888889
2018-01-07,0.009485416666666666,0.8998555555555556
2018-01-08,0.009783333333333333,4.086022222222223
2018-01-09,0.009251388888888889,3.5563138888888886
2018-01-10,0.009396527777777776,3.728743055555556
2018-01-11,0.009475,3.8195819444444448
2018-01-12,0.009380555555555555,4.0584138888888885
2018-01-13,0.008715972222222222,0.9903194444444444
2018-01-14,0.008696527777777777,1.0820381944444444
2018-01-15,0.009209722222222223,3.704070833333333
2018-01-16,0.00944375,3.9476131944444446
2018-01-17,0.008908333333333332,3.6059666666666663
2018-01-18,0.009645833333333334,4.312906944444444
2018-01-19,0.009389583333333333,3.6650881944444444
2018-01-20,0.009356944444444444,0.9064263888888888
2018-01-21,0.009308333333333333,0.8873125000000001
2018-01-22,0.009524669909659486,3.7578512856150104
2018-01-23,0.009290972222222221,4.006676388888889
2018-01-24,0.009143055555555555,3.846453472222222
2018-01-25,0.009379020979020979,3.6804884534639606
2018-01-26,0.009500694444444444,3.7721916666666666
2018-01-27,0.00848888888888889,1.1014555555555556
2018-01-28,0.008643055555555555,0.9212638888888888
2018-01-29,0.009759027777777778,3.7889625
2018-01-30,0.009127882599580712,3.8630069930069935
2018-01-31,0.00979861111111111,4.058377777777778
2018-02-01,0.009192361111111111,3.774057638888889
2018-02-02,0.009697916666666667,3.754476388888889
2018-02-03,0.009404895104895105,0.8885867132867133
2018-02-04,0.009216666666666666,0.8822888888888889
2018-02-05,0.009786111111111112,3.6108041666666666
2018-02-06,0.009608333333333333,3.7220013888888888
2018-02-07,0.009193055555555555,3.6376229166666665
2018-02-08,0.009545833333333333,3.5766145833333334
2018-02-09,0.010063888888888888,3.4606659722222224
2018-02-10,0.009385416666666667,0.9018548611111111
2018-02-11,0.009139583333333333,0.83349375
2018-02-12,0.009807638888888888,3.5449861111111107
2018-02-13,0.009854166666666666,3.7164347222222225
2018-02-14,0.009775694444444444,3.7838680555555557
2018-02-15,0.009666666666666667,3.9725208333333337
2018-02-16,0.009327777777777779,3.443029861111111
2018-02-17,0.009079166666666666,0.8191826388888889
2018-02-18,0.009053472222222221,0.806425
2018-02-19,0.009483333333333333,3.9605715277777778
2018-02-20,0.009461805555555555,3.8354208333333335
2018-02-21,0.009639583333333333,3.632638194444444
2018-02-22,0.00941875,3.8918069444444447
2018-02-23,0.009335416666666667,3.6441375
2018-02-24,0.009061805555555556,0.7810451388888888
2018-02-25,0.009189583333333334,0.7748215277777777
2018-02-26,0.00987177700348432,3.593335888501742
2018-02-27,0.009444444444444445,3.4832395833333334
2018-02-28,0.009877793296089385,4.030103351955307
2018-03-01,0.00999375,3.808204861111111
2018-03-02,0.009935055865921787,3.6688379888268154
2018-03-03,0.009559027777777777,0.7809972222222222
2018-03-04,0.009432262569832402,0.7921354748603352
2018-03-05,0.009805555555555555,3.7234298611111107
2018-03-06,0.009495833333333334,3.8813743055555556
2018-03-07,0.009335416666666667,3.6766916666666662
2018-03-08,0.009575,3.4465409722222224
2018-03-09,0.008871527777777779,3.5336090277777776
2018-03-10,0.008801388888888888,1.9491256944444444
2018-03-11,0.009279166666666666,1.9148527777777777
2018-03-12,0.00937290502793296,3.7291990223463687
2018-03-13,0.009475,3.878809722222222
2018-03-14,0.009572222222222222,3.784365277777778
2018-03-15,0.009272916666666667,3.5310562500000002
2018-03-16,0.009588850174216028,3.604601813110181
2018-03-17,0.009492361111111111,0.7070340277777778
2018-03-18,0.009152234636871509,0.7364888268156425
2018-03-19,0.009852777777777778,3.19489375
2018-03-20,0.009440972222222222,3.1473868055555556
2018-03-21,0.009611805555555556,3.536795833333333
2018-03-22,0.009425694444444445,3.8964055555555555
2018-03-23,0.009310754189944134,3.9594455307262573
2018-03-24,0.008491666666666666,1.2242930555555556
2018-03-25,0.008923525127458122,1.1927332361516036
2018-03-26,0.009145833333333334,3.5334708333333333
2018-03-27,0.009079861111111111,4.078761805555556
2018-03-28,0.009593055555555556,3.9538319444444445
2018-03-29,0.00969236111111111,3.5716361111111112
2018-03-30,0.010693055555555555,0.7168569444444445
2018-03-31,0.009079166666666666,0.7067652777777779
2018-04-01,0.007053472222222222,0.6995888888888889
2018-04-02,0.00780625,0.7034548611111111
2018-04-03,0.008604326587578507,3.6529399441340784
2018-04-04,0.00922986111111111,3.766215972222222
2018-04-05,0.008732867132867132,3.721899230230931
2018-04-06,0.008821527777777777,3.347675694444445
2018-04-07,0.008285416666666667,0.67894375
2018-04-08,0.009129861111111111,0.6677805555555556
2018-04-09,0.008814583333333332,3.5300909722222222
2018-04-10,0.008683182135380321,3.3830648988136773
2018-04-11,0.008977083333333333,3.408245138888889
2018-04-12,0.008977777777777777,3.8831027777777773
2018-04-13,0.008790972222222223,3.8638097222222223
2018-04-14,0.008828472222222222,0.7905180555555555
2018-04-15,0.008241283124128312,0.7252644801116539
2018-04-16,0.00872847222222222,3.3365729166666664
2018-04-17,0.008690277777777778,3.2823111111111114
2018-04-18,0.008895833333333334,3.12466875
2018-04-19,0.008881367759944173,3.238937150837989
2018-04-20,0.008747916666666666,3.9203180555555552
2018-04-21,0.00877361111111111,0.6221791666666666
2018-04-22,0.008557638888888889,0.6211722222222222
2018-04-23,0.008606944444444445,3.3670673611111113
2018-04-24,0.009011854951185495,3.59068270571827
2018-04-25,0.008886805555555554,3.759688888888889
2018-04-26,0.009240972222222223,3.450063888888889
2018-04-27,0.009074305555555556,0.6383923611111111
2018-04-28,0.008986741102581996,0.6278227494766225
2018-04-29,0.009068055555555555,0.6958333333333333
2018-04-30,0.009285115303983228,3.1227533193570927
2018-05-01,0.008884722222222223,3.154842361111111
2018-05-02,0.009007686932215233,2.894793850454228
2018-05-03,0.008745138888888889,3.2773041666666667
2018-05-04,0.00908125,2.8844979166666667
2018-05-05,0.008732638888888889,0.5814555555555556
2018-05-06,0.009254189944134078,0.5714336592178771
2018-05-07,0.008941666666666665,2.9813513888888887
2018-05-08,0.008641759776536313,3.096661312849162
2018-05-09,0.008836805555555556,3.183788888888889
2018-05-10,0.008691666666666667,0.5966229166666667
2018-05-11,0.0087786312849162,0.5773240223463688
2018-05-12,0.00802013888888889,0.5803979166666667
2018-05-13,0.008506638714185884,0.6021495457721873
2018-05-14,0.00847361111111111,3.0473763888888885
2018-05-15,0.008646527777777777,3.04184375
2018-05-16,0.00876536312849162,3.3007409217877095
2018-05-17,0.008506944444444444,3.708510416666667
2018-05-18,0.008462988826815643,3.00323812849162
2018-05-19,0.009078472222222222,0.5908951388888889
2018-05-20,0.008946527777777777,0.5727104166666667
2018-05-21,0.009370833333333333,0.5655729166666668
2018-05-22,0.008584027777777779,3.109881944444444
2018-05-23,0.009428472222222222,3.8298076388888886
2018-05-24,0.00911388888888889,3.8422006944444447
2018-05-25,0.00953611111111111,3.1955000000000005
2018-05-26,0.008790277777777777,0.5539972222222223
2018-05-27,0.008547916666666665,0.5638548611111112
2018-05-28,0.008424390243902439,3.378846582984658
2018-05-29,0.009209722222222223,3.646209027777778
2018-05-30,0.0097304469273743,3.7593938547486037
2018-05-31,0.009702083333333333,3.8514486111111115
2018-06-01,0.009281944444444443,3.8912770833333337
2018-06-02,0.008592361111111111,0.5754187500000001
2018-06-03,0.008487447698744769,0.545791346824843
2018-06-04,0.010259027777777778,3.565288194444445
2018-06-05,0.009510161177295024,3.5287279102384295
2018-06-06,0.009162499999999999,3.369182638888889
2018-06-07,0.009851388888888889,3.2818548611111114
2018-06-08,0.010314583333333334,3.152963888888889
2018-06-09,0.008222916666666667,0.5864243055555556
2018-06-10,0.008351709699930217,0.7637925977653631
2018-06-11,0.009474305555555555,3.5326770833333336
2018-06-12,0.009384668989547039,4.024340306834031
2018-06-13,0.008663194444444444,3.723466666666667
2018-06-14,0.008309722222222222,3.5037451388888887
2018-06-15,0.007920138888888888,3.4071604166666662
2018-06-16,0.007631983240223464,0.5350866526904263
2018-06-17,0.00830625,0.5572013888888889
2018-06-18,0.008315277777777777,3.6802583333333336
2018-06-19,0.007830662020905923,3.3693249651324964
2018-06-20,0.008944444444444444,3.711404166666666
2018-06-21,0.00919901547116737,4.096914084507042
2018-06-22,0.008284722222222223,3.10544375
2018-06-23,0.007828472222222223,0.5820229166666667
2018-06-24,0.008790762771168649,0.5338194541637509
2018-06-25,0.008588771929824561,3.304001403508772
2018-06-26,0.007938904494382022,3.828082923401265
2018-06-27,0.008685393258426967,3.525902319044273
2018-06-28,0.009350522648083623,3.111507317073171
2018-06-29,0.00957847222222222,3.558323611111111
2018-06-30,0.008013966480446926,0.5026766759776536
2018-07-01,0.00812638888888889,0.4947930555555555
2018-07-02,0.008447625698324022,3.5949357541899443
2018-07-03,0.008697916666666666,3.573492361111111
2018-07-04,0.00896513249651325,3.7795673412421493
2018-07-05,0.008750694444444445,3.716370833333333
2018-07-06,0.009382578397212543,3.5410940766550523
2018-07-07,0.00833263888888889,0.5032319444444444
2018-07-08,0.008161111111111112,0.5085159722222222
2018-07-09,0.009465972222222223,3.064322916666667
2018-07-10,0.010286805555555556,3.3428736111111115
2018-07-11,0.009099305555555555,3.7909444444444444
2018-07-12,0.008240972222222222,3.4220555555555556
2018-07-13,0.008809722222222222,2.777054861111111
2018-07-14,0.008244444444444445,0.5343215277777777
2018-07-15,0.008631944444444444,0.5153104166666667
2018-07-16,0.01074236111111111,3.04335625
2018-07-17,0.0106625,2.985621527777778
