Date,HVAC Actual [kW],Chiller Power [kW]
2018-01-01,2.7638756944444447,0.14384027777777778
2018-01-02,2.6130513888888887,0.14420902777777775
2018-01-03,2.70166875,0.1436972222222222
2018-01-04,2.611259722222222,0.1432701388888889
2018-01-05,2.526796527777778,0.14384652777777776
2018-01-06,0.8049888888888889,0.14373472222222222
2018-01-07,1.077696527777778,0.1437361111111111
2018-01-08,2.9741291666666667,0.1419263888888889
2018-01-09,2.9788736111111116,0.14136319444444442
2018-01-10,2.620184027777778,0.14150694444444445
2018-01-11,2.896475,0.14338125
2018-01-12,2.65365,0.1433861111111111
2018-01-13,0.6952888888888888,0.1442222222222222
2018-01-14,1.0206756944444444,0.14439999999999997
2018-01-15,2.802086111111111,0.14108472222222224
2018-01-16,2.7294944444444447,0.14186805555555554
2018-01-17,2.781209722222222,0.14180347222222223
2018-01-18,2.8661284722222224,0.1427826388888889
2018-01-19,2.753127777777778,0.14275625
2018-01-20,1.0312916666666667,0.14451041666666667
2018-01-21,1.067117361111111,0.14409027777777778
2018-01-22,2.8358165392633774,0.1443690062543433
2018-01-23,2.5916347222222225,0.14323958333333334
2018-01-24,2.6004208333333336,0.14418888888888887
2018-01-25,2.553296710986704,0.1436703988803359
2018-01-26,2.5674423611111115,0.14377638888888888
2018-01-27,0.5882708333333333,0.14381458333333333
2018-01-28,0.6348958333333333,0.1442236111111111
2018-01-29,2.7778993055555556,0.14425277777777776
2018-01-30,2.750876223776224,0.14367552447552448
2018-01-31,2.7339520833333335,0.14373402777777777
2018-02-01,2.8567375000000004,0.14378125
2018-02-02,2.7663930555555556,0.14402291666666664
2018-02-03,1.0300132867132865,0.14427062937062937
2018-02-04,1.065745138888889,0.14398680555555554
2018-02-05,2.999957638888889,0.14401527777777776
2018-02-06,2.8734388888888893,0.14470694444444443
2018-02-07,2.872132638888889,0.14719166666666667
2018-02-08,3.07455,0.14453680555555554
2018-02-09,2.7830930555555558,0.14408749999999998
2018-02-10,0.8641215277777778,0.1442701388888889
2018-02-11,0.9001263888888889,0.14411388888888887
2018-02-12,2.951752777777778,0.14331388888888888
2018-02-13,2.831854861111111,0.14407777777777778
2018-02-14,2.7230986111111113,0.14338055555555554
2018-02-15,2.7349666666666668,0.14377916666666665
2018-02-16,2.685,0.14334166666666665
2018-02-17,0.9093951388888889,0.14415833333333333
2018-02-18,0.9670402777777778,0.1441375
2018-02-19,2.9630819444444443,0.14381388888888888
2018-02-20,2.8528180555555553,0.1443833333333333
2018-02-21,2.8531597222222222,0.14345277777777776
2018-02-22,2.8613375,0.1433548611111111
2018-02-23,2.859984722222222,0.1443048611111111
2018-02-24,1.0436854166666667,0.14589930555555555
2018-02-25,1.081563888888889,0.14731805555555555
2018-02-26,3.07495818815331,0.14906689895470382
2018-02-27,2.8975590277777776,0.14575555555555553
2018-02-28,2.921629189944134,0.148731843575419
2018-03-01,2.959707638888889,0.15346527777777777
2018-03-02,2.8623372905027935,0.1480817039106145
2018-03-03,1.0712590277777778,0.14524374999999998
2018-03-04,0.853745810055866,0.14480935754189944
2018-03-05,2.7558854166666666,0.14400902777777777
2018-03-06,2.741786805555556,0.14356458333333333
2018-03-07,2.598961111111111,0.1434798611111111
2018-03-08,2.7257284722222224,0.1437625
2018-03-09,2.5985472222222223,0.14378680555555556
2018-03-10,0.5503416666666667,0.1436222222222222
2018-03-11,0.5508805555555556,0.14371736111111108
2018-03-12,2.6856787709497207,0.14404888268156424
2018-03-13,2.631976388888889,0.1435798611111111
2018-03-14,2.679148611111111,0.1429409722222222
2018-03-15,2.612058333333333,0.14356180555555553
2018-03-16,2.605723849372385,0.14371199442119945
2018-03-17,1.0478895833333333,0.1440534722222222
2018-03-18,1.0845886871508381,0.1439308659217877
2018-03-19,3.017304861111111,0.14459375
2018-03-20,2.7838527777777777,0.14131527777777778
2018-03-21,2.804776388888889,0.1442659722222222
2018-03-22,2.720179861111111,0.14395
2018-03-23,2.508018156424581,0.1434413407821229
2018-03-24,0.5481,0.1435013888888889
2018-03-25,0.7362842565597668,0.14307434402332359
2018-03-26,2.7777465277777775,0.14393194444444443
2018-03-27,2.674933333333333,0.14329375
2018-03-28,2.6751673611111113,0.14354444444444442
2018-03-29,2.6840680555555556,0.14183055555555554
2018-03-30,2.499373611111111,0.14373472222222222
2018-03-31,0.63576875,0.14372777777777776
2018-04-01,0.6262611111111112,0.14295902777777778
2018-04-02,2.800328472222222,0.14324583333333332
2018-04-03,2.5538093575418994,0.14381773743016757
2018-04-04,2.5843555555555557,0.14387291666666666
2018-04-05,2.6478761371588524,0.14288593421973408
2018-04-06,2.5499020833333335,0.14328611111111111
2018-04-07,0.5416548611111112,0.14340555555555554
2018-04-08,0.5477993055555556,0.14390694444444443
2018-04-09,2.596511111111111,0.14393472222222223
2018-04-10,2.525490579204466,0.5326964410327982
2018-04-11,2.4780069444444446,0.18456944444444442
2018-04-12,2.5037048611111112,0.14239236111111112
2018-04-13,2.426690277777778,0.14293402777777778
2018-04-14,0.5471812500000001,0.14370138888888886
2018-04-15,0.541645498953245,0.14301535240753663
2018-04-16,2.6079583333333334,0.14297708333333334
2018-04-17,2.543229166666667,0.5789756944444444
2018-04-18,2.7368479166666666,1.380913888888889
2018-04-19,2.6292674581005584,1.969256284916201
2018-04-20,2.7188819444444445,1.7706777777777776
2018-04-21,0.5453027777777778,0.14324444444444445
2018-04-22,0.5420236111111111,0.14357083333333331
2018-04-23,2.5575763888888887,0.14288402777777776
2018-04-24,2.463861227336123,0.1435
2018-04-25,2.507004861111111,0.14340416666666667
2018-04-26,2.5084256944444445,0.14291527777777777
2018-04-27,0.5459666666666667,0.1433722222222222
2018-04-28,0.5461542219120726,0.1436817864619679
