DateTime,Date,Humidifier power [kW],HV light Power [kW]
2021-01-31,2021-01-012021-01-022021-01-032021-01-042021-01-052021-01-062021-01-072021-01-082021-01-092021-01-102021-01-112021-01-122021-01-132021-01-142021-01-152021-01-162021-01-172021-01-182021-01-192021-01-202021-01-212021-01-222021-01-232021-01-242021-01-252021-01-262021-01-272021-01-282021-01-292021-01-302021-01-31,26.93310069444444,75.53779930555555
2021-02-28,2021-02-012021-02-022021-02-032021-02-042021-02-052021-02-062021-02-072021-02-082021-02-092021-02-102021-02-112021-02-122021-02-132021-02-142021-02-152021-02-162021-02-172021-02-182021-02-192021-02-202021-02-212021-02-222021-02-232021-02-242021-02-252021-02-262021-02-272021-02-28,53.12476068435817,68.86070817838238
2021-03-31,2021-03-012021-03-022021-03-032021-03-042021-03-052021-03-062021-03-072021-03-082021-03-092021-03-102021-03-112021-03-122021-03-132021-03-142021-03-152021-03-162021-03-172021-03-182021-03-192021-03-202021-03-212021-03-222021-03-232021-03-242021-03-252021-03-262021-03-272021-03-282021-03-292021-03-302021-03-31,63.16122934518063,76.75692252142167
2021-04-30,2021-04-012021-04-022021-04-032021-04-042021-04-052021-04-062021-04-072021-04-082021-04-092021-04-102021-04-112021-04-122021-04-132021-04-142021-04-152021-04-162021-04-172021-04-182021-04-192021-04-202021-04-212021-04-222021-04-232021-04-242021-04-252021-04-262021-04-272021-04-282021-04-292021-04-30,90.59291541284537,65.15939276255433
2021-05-31,2021-05-012021-05-022021-05-032021-05-042021-05-052021-05-062021-05-072021-05-082021-05-092021-05-102021-05-112021-05-122021-05-132021-05-142021-05-152021-05-162021-05-172021-05-182021-05-192021-05-202021-05-212021-05-222021-05-232021-05-242021-05-252021-05-262021-05-272021-05-282021-05-292021-05-302021-05-31,10.471325694444443,59.003683333333335
2021-06-30,2021-06-012021-06-022021-06-032021-06-042021-06-052021-06-062021-06-072021-06-142021-06-152021-06-162021-06-172021-06-182021-06-192021-06-202021-06-212021-06-222021-06-232021-06-242021-06-252021-06-262021-06-272021-06-282021-06-292021-06-30,0.2036068990612659,54.46759845574526
2021-07-31,2021-07-012021-07-022021-07-032021-07-042021-07-052021-07-062021-07-072021-07-082021-07-092021-07-102021-07-112021-07-122021-07-132021-07-142021-07-152021-07-162021-07-172021-07-182021-07-192021-07-202021-07-212021-07-222021-07-232021-07-242021-07-252021-07-262021-07-272021-07-282021-07-292021-07-302021-07-31,0.2700938631023185,69.42013948958004
2021-08-31,2021-08-012021-08-022021-08-032021-08-042021-08-052021-08-062021-08-072021-08-082021-08-092021-08-102021-08-112021-08-122021-08-132021-08-142021-08-152021-08-162021-08-172021-08-182021-08-192021-08-202021-08-212021-08-222021-08-232021-08-242021-08-252021-08-262021-08-272021-08-282021-08-292021-08-302021-08-31,0.2719607679908873,55.095854399756774
2021-09-30,2021-09-012021-09-022021-09-032021-09-042021-09-052021-09-062021-09-072021-09-082021-09-092021-09-102021-09-112021-09-122021-09-132021-09-142021-09-152021-09-162021-09-172021-09-182021-09-192021-09-202021-09-212021-09-222021-09-232021-09-242021-09-252021-09-262021-09-272021-09-282021-09-292021-09-30,0.2557835533935592,71.86864315593391
2021-10-31,2021-10-012021-10-022021-10-032021-10-042021-10-052021-10-062021-10-072021-10-082021-10-092021-10-102021-10-112021-10-122021-10-132021-10-142021-10-152021-10-162021-10-172021-10-182021-10-192021-10-202021-10-212021-10-222021-10-232021-10-242021-10-252021-10-262021-10-272021-10-282021-10-292021-10-302021-10-31,0.2502916666666652,64.9704673611111
2021-11-30,2021-11-012021-11-022021-11-032021-11-042021-11-052021-11-062021-11-072021-11-082021-11-092021-11-102021-11-112021-11-122021-11-132021-11-142021-11-152021-11-162021-11-172021-11-182021-11-192021-11-202021-11-212021-11-222021-11-232021-11-242021-11-252021-11-262021-11-272021-11-282021-11-292021-11-30,40.684355555555555,63.352211805555555
2021-12-31,2021-12-012021-12-022021-12-032021-12-042021-12-052021-12-062021-12-072021-12-082021-12-092021-12-102021-12-112021-12-122021-12-132021-12-142021-12-152021-12-162021-12-172021-12-182021-12-192021-12-202021-12-212021-12-222021-12-232021-12-242021-12-252021-12-262021-12-272021-12-282021-12-292021-12-302021-12-31,87.96049973383663,60.72109434281843
