Date,HVAC Actual [kW],Chiller Power [kW]
2020-01-01,0.9280083333333334,0.1445048611111111
2020-01-02,2.713673611111111,0.14434444444444444
2020-01-03,2.5717305555555554,0.14440069444444442
2020-01-04,0.61603125,0.14425833333333332
2020-01-05,0.5560902777777778,0.1447826388888889
2020-01-06,2.864348611111111,0.14400416666666666
2020-01-07,2.5598715277777777,0.1447361111111111
2020-01-08,2.5352729166666665,0.14500763888888887
2020-01-09,2.4914680555555555,0.14424444444444443
2020-01-10,2.550246527777778,0.1441597222222222
2020-01-11,0.6376340277777778,0.1442256944444444
2020-01-12,0.5277680555555555,0.14440208333333332
2020-01-13,2.7688284722222223,0.14421944444444443
2020-01-14,2.5051937499999997,0.14155833333333334
2020-01-15,2.5127854166666665,0.14455555555555555
2020-01-16,2.522926388888889,0.1440923611111111
2020-01-17,2.4869666666666665,0.14425972222222222
2020-01-18,0.7321979166666667,0.14418888888888887
2020-01-19,0.7969291666666667,0.1443673611111111
2020-01-20,2.838227777777778,0.1424625
2020-01-21,2.7394805555555553,0.14240208333333332
2020-01-22,2.6406027777777776,0.14285138888888887
2020-01-23,2.554498611111111,0.14220694444444443
2020-01-24,2.725311111111111,0.14407777777777778
2020-01-25,0.9096993055555557,0.14450902777777777
2020-01-26,0.7261736111111111,0.14438958333333332
2020-01-27,2.7504381944444445,0.1437409722222222
2020-01-28,2.640046527777778,0.143075
2020-01-29,2.6435291666666667,0.14424930555555554
2020-01-30,2.507675,0.14446319444444444
2020-01-31,2.494152777777778,0.14452777777777776
2020-02-01,0.46345972222222226,0.1442097222222222
2020-02-02,0.46825763888888894,0.14433749999999998
2020-02-03,2.769622222222222,0.14432916666666665
2020-02-04,2.5718277777777776,0.14425902777777777
2020-02-05,2.5731888888888887,0.14422638888888886
2020-02-06,2.5914729166666666,0.1438361111111111
2020-02-07,2.6085791666666664,0.14377916666666665
2020-02-08,0.5382854166666666,0.14413125
2020-02-09,0.4678479166666667,0.1438333333333333
2020-02-10,2.850144444444444,0.1437534722222222
2020-02-11,2.5916694444444444,0.14402291666666664
2020-02-12,2.5837652777777778,0.14366319444444442
2020-02-13,2.6070729166666666,0.143925
2020-02-14,2.481742361111111,0.14394305555555556
2020-02-15,0.46603472222222225,0.1438097222222222
2020-02-16,0.4666972222222222,0.14442430555555555
2020-02-17,2.744577777777778,0.1439986111111111
2020-02-18,2.5090430555555554,0.14200972222222222
2020-02-19,2.530080555555555,0.1440923611111111
2020-02-20,2.526059722222222,0.14424791666666664
2020-02-21,2.546479861111111,0.1437388888888889
2020-02-22,0.4680805555555555,0.14380625
2020-02-23,0.46607291666666667,0.14392847222222221
2020-02-24,2.7740604166666665,0.143975
2020-02-25,2.5686631944444445,0.14384791666666666
2020-02-26,2.738875694444445,0.1443611111111111
