DateTime,HVAC Actual [kW],Chiller Power [kW]
2016-01-01,0.000395139,0.0
2016-01-02,0.000211806,0.0
2016-01-03,0.001959722,0.0
2016-01-04,0.002451389,0.0
2016-01-05,0.002229167,0.0
2016-01-06,0.002222917,0.0
2016-01-07,0.002218056,0.0
2016-01-08,0.002386111,0.0
2016-01-09,0.000201389,0.0
2016-01-10,0.000157639,0.0
2016-01-11,0.002532639,0.0
2016-01-12,0.002228412,0.0
2016-01-13,0.002406402,0.0
2016-01-14,0.002200559,0.0
2016-01-15,1.768804861,0.060290278
2016-01-16,0.71099375,0.144015972
2016-01-17,0.750475,0.144353472
2016-01-18,2.66246875,0.144093056
2016-01-19,2.485572917,0.144288889
2016-01-20,2.440136806,0.142108333
2016-01-21,2.453345645,0.143169338
2016-01-22,2.369902778,0.143293056
2016-01-23,0.317013194,0.144081944
2016-01-24,0.385844444,0.144335417
2016-01-25,2.400145833,0.143539583
2016-01-26,2.207334722,0.143753472
2016-01-27,2.204110417,0.144122222
2016-01-28,2.1576,0.141989583
2016-01-29,2.137119444,0.143746528
2016-01-30,0.289064583,0.144235417
2016-01-31,0.454029861,0.144715972
2016-02-01,2.484951389,0.143238889
2016-02-02,2.203469686,0.143253659
2016-02-03,2.904939583,0.143166667
2016-02-04,2.316250871,0.144029965
2016-02-05,2.143979167,0.143821528
2016-02-06,0.202214583,0.143981944
2016-02-07,0.264271528,0.143911111
2016-02-08,2.463960417,0.143688889
2016-02-09,2.331204167,0.143011111
2016-02-10,2.359973611,0.143534028
2016-02-11,2.337226891,0.143810224
2016-02-12,2.326302714,0.143534447
2016-02-13,0.669725694,0.144479861
2016-02-14,0.720625694,0.14465625
2016-02-15,2.616325,0.142284028
2016-02-16,2.410205556,0.142284028
2016-02-17,2.435684722,0.1440125
2016-02-18,2.353577514,0.143890363
2016-02-19,2.228672917,0.145574306
2016-02-20,0.211530556,0.143925
2016-02-21,0.340750694,0.144475
2016-02-22,2.407072222,0.141777083
2016-02-23,2.319270139,0.141965972
2016-02-24,2.368701389,0.141779861
2016-02-25,2.40175625,0.140342361
2016-02-26,2.283066667,0.140889583
2016-02-27,1.629642361,0.143825
2016-02-28,0.59100625,0.143950694
2016-02-29,2.573086111,0.143159722
2016-03-01,2.313132639,0.143834028
2016-03-02,2.31200625,0.143478472
2016-03-03,2.339911251,0.143541579
2016-03-04,2.35938125,0.143578472
2016-03-05,0.505209028,0.143809028
2016-03-06,0.539727778,0.143971528
2016-03-07,2.574977778,0.143498611
2016-03-08,2.316154861,0.144142361
2016-03-09,2.422965972,0.143209028
2016-03-10,2.808861828,0.143251919
2016-03-11,2.759218056,0.141658333
2016-03-12,0.456297917,0.144489583
2016-03-13,0.497947917,0.143789583
2016-03-14,3.100240278,0.143254861
2016-03-15,2.845470833,0.143863194
2016-03-16,2.873290278,0.142740972
2016-03-17,2.821679666,0.143100279
2016-03-18,2.771536806,0.143377083
2016-03-19,0.218424306,0.143961111
2016-03-20,0.277195833,0.144329861
2016-03-21,3.036080556,0.143475694
2016-03-22,2.772639583,0.143503472
2016-03-23,2.752205556,0.14356875
2016-03-24,2.741083333,0.143728472
2016-03-25,2.709298611,0.143508333
2016-03-26,0.353325,0.143263889
2016-03-27,0.193015206,0.143541636
2016-03-28,3.075497222,0.142963194
2016-03-29,2.786783333,0.143036111
2016-03-30,2.773473611,0.143296528
2016-03-31,3.240748611,0.143247222
2016-04-01,2.650909028,0.142899306
2016-04-02,0.197015972,0.143454167
2016-04-03,0.1976875,0.143631944
2016-04-04,3.004733333,0.260470139
2016-04-05,2.852640278,0.142874306
2016-04-06,2.875811111,0.143510417
2016-04-07,2.860921842,0.143060014
2016-04-08,2.771609722,0.14265625
2016-04-09,0.204450694,0.143256944
2016-04-10,0.198804167,0.143344444
2016-04-11,3.941090278,0.490141667
2016-04-12,2.714281944,0.248044444
2016-04-13,2.709251389,0.242923611
2016-04-14,2.670994417,0.222801814
2016-04-15,2.630382639,0.141690278
2016-04-16,0.195431944,0.143886806
2016-04-17,0.264356944,0.143419444
2016-04-18,2.957278472,0.143520833
2016-04-19,2.741152778,0.143463889
2016-04-20,2.678991667,0.142313194
2016-04-21,2.638629449,0.142824843
2016-04-22,2.599154861,0.142406944
2016-04-23,1.224725694,0.143028472
2016-04-24,0.449431944,0.143175
2016-04-25,3.039983333,0.143597222
2016-04-26,3.034206944,0.142940278
2016-04-27,2.927445833,0.142741667
2016-04-28,2.845024306,0.142820833
2016-04-29,2.711046528,0.143315972
2016-04-30,0.19374375,0.143022222
2016-05-01,0.307841667,0.143479861
2016-05-02,2.902446528,0.305872917
2016-05-03,2.750263889,0.14401875
2016-05-04,2.712368056,0.142911806
2016-05-05,2.760886111,0.316394444
2016-05-06,2.665247917,0.922284722
2016-05-07,0.198854167,0.143008333
2016-05-08,0.194629861,0.143542361
2016-05-09,2.616807639,1.819221528
2016-05-10,4.06172114,0.729723227
2016-05-11,3.987519805,1.64704517
2016-05-12,4.212094444,1.729427778
2016-05-13,4.084890278,1.229920139
2016-05-14,0.204922222,0.142999306
2016-05-15,0.200860417,0.143797222
2016-05-16,3.019846528,0.143184722
2016-05-17,2.791167361,0.143738889
2016-05-18,2.807301389,0.226172917
2016-05-19,2.871684028,0.209261806
2016-05-20,2.907965278,0.143811111
2016-05-21,0.211334722,0.144254167
2016-05-22,0.205061111,0.143613889
2016-05-23,3.277469444,0.143452083
2016-05-24,2.755475694,0.143377083
2016-05-25,2.860450694,0.1431125
2016-05-26,2.848436111,0.516568056
2016-05-27,3.50359375,0.643850694
2016-05-28,0.203593056,0.142929861
2016-05-29,0.196779861,0.143164583
2016-05-30,4.233751389,0.142815972
2016-05-31,4.066420139,0.330036806
2016-06-01,3.999263889,0.609295139
2016-06-02,4.103651389,0.143440972
2016-06-03,2.93915625,0.288588889
2016-06-04,0.202815278,0.143222222
2016-06-05,0.196859028,0.1428625
2016-06-06,4.225868056,1.670664583
2016-06-07,4.122073611,1.94854375
2016-06-08,4.029217361,1.298353472
2016-06-09,4.042915972,0.653798611
2016-06-10,3.791165278,0.841479167
2016-06-11,0.205756944,0.143017361
2016-06-12,0.199134722,0.143045139
2016-06-13,4.157440972,0.228070139
2016-06-14,4.072994444,0.256540278
2016-06-15,3.689327778,0.142586111
2016-06-16,3.48763338,0.511816341
2016-06-17,3.630102778,0.182804167
2016-06-18,0.211809028,0.143263194
2016-06-19,0.203504861,0.143160417
2016-06-20,3.631515278,0.141533333
2016-06-21,3.466157639,0.311422917
2016-06-22,3.104994444,1.314488194
2016-06-23,3.146163877,4.000848675
2016-06-24,3.812407639,0.932683333
2016-06-25,0.208441667,0.142911111
2016-06-26,0.205241667,0.143097222
2016-06-27,4.129870833,0.141041667
2016-06-28,3.797338194,0.837133333
2016-06-29,3.915011806,0.387827083
2016-06-30,4.006584722,0.141305556
2016-07-01,3.943238889,0.141436806
2016-07-02,0.202821528,0.1431625
2016-07-03,0.200272222,0.142815278
2016-07-04,3.8269,1.010220833
2016-07-05,3.980945833,0.142854861
2016-07-06,3.349145833,0.4364
2016-07-07,3.499992361,0.796461806
2016-07-08,3.891493056,0.502803472
2016-07-09,0.200068056,0.143997917
2016-07-10,0.203201389,0.143323611
2016-07-11,4.080055556,0.983704861
2016-07-12,3.857633333,0.360213194
2016-07-13,3.840651389,0.141211111
2016-07-14,3.774213194,0.252354861
2016-07-15,3.4989875,0.687266667
2016-07-16,0.205202778,0.143356944
2016-07-17,0.200952083,0.143615278
2016-07-18,4.089497917,2.104477083
2016-07-19,3.851936111,2.55235625
2016-07-20,3.479418056,3.616386806
2016-07-21,4.058153472,2.1017125
2016-07-22,3.858891667,1.522378472
2016-07-23,0.205931944,0.143561111
2016-07-24,0.204113889,0.143277778
2016-07-25,4.080902778,1.2486
2016-07-26,4.036985417,1.403477778
2016-07-27,3.986795139,0.783727083
2016-07-28,4.102415972,1.062397917
2016-07-29,4.05714375,0.617138194
2016-07-30,0.209799306,0.143383333
2016-07-31,0.205192361,0.143477778
2016-08-01,4.208202778,0.491611111
2016-08-02,3.778720139,0.142830556
2016-08-03,2.988853472,0.142841667
2016-08-04,3.114805556,0.340905556
2016-08-05,3.078224306,0.722676389
2016-08-06,0.208106944,0.143586111
2016-08-07,0.202784028,0.142775
2016-08-08,3.213476389,0.511232639
2016-08-09,3.015668056,0.143379167
2016-08-10,2.605985417,0.142798611
2016-08-11,1.862276389,0.142799306
2016-08-12,1.816963194,0.731703472
2016-08-13,0.205703472,0.143430556
2016-08-14,0.2084125,0.143819444
2016-08-15,2.488147917,1.019314583
2016-08-16,2.008752083,1.020508333
2016-08-17,2.201749306,1.336797917
2016-08-18,2.289122222,1.323140972
2016-08-19,2.359454861,1.223551389
2016-08-20,0.208718056,0.142732639
2016-08-21,0.206140972,0.143113889
2016-08-22,2.411127083,0.90430625
2016-08-23,2.178166667,1.615755556
2016-08-24,2.5828875,2.294540278
2016-08-25,2.295525,2.7623375
2016-08-26,2.335016667,2.638961111
2016-08-27,0.208092361,0.143452778
2016-08-28,0.209111806,0.144002083
2016-08-29,3.000190278,0.750973611
2016-08-30,2.868354167,1.177598611
2016-08-31,2.90008125,1.349626389
2016-09-01,2.919428373,0.93734701
2016-09-02,1.874623693,0.730368641
2016-09-03,0.204852083,0.14333125
2016-09-04,0.205150694,0.143377778
2016-09-05,2.757795534,0.925947662
2016-09-06,2.402513665,1.069501752
2016-09-07,2.610045139,1.507988889
2016-09-08,2.867613889,1.566900694
2016-09-09,2.518889583,0.9756125
2016-09-10,0.208098611,0.143568056
2016-09-11,0.204582639,0.143165972
2016-09-12,3.002054861,2.002614583
2016-09-13,2.488823611,2.428452778
2016-09-14,2.449772917,2.88924375
2016-09-15,3.073918056,2.127519444
2016-09-16,2.893439583,0.449867361
2016-09-17,0.205999306,0.142835417
2016-09-18,0.204670139,0.143345139
2016-09-19,2.864175,0.143627083
2016-09-20,2.127427083,0.603061111
2016-09-21,1.96011875,0.4771375
2016-09-22,1.970552778,0.602432639
2016-09-23,1.897419444,0.384570833
2016-09-24,0.207285417,0.143286111
2016-09-25,0.209155556,0.143313194
2016-09-26,2.027468293,0.143243902
2016-09-27,1.977878472,0.454817361
2016-09-28,2.017171528,0.923422917
2016-09-29,1.975421528,0.142990278
2016-09-30,1.781924242,0.143147186
2016-10-01,0.236020833,0.142770833
2016-10-02,0.238474306,0.143201389
2016-10-03,1.937845833,0.143290972
2016-10-04,1.832844444,0.142586806
2016-10-05,1.862609059,0.143124739
2016-10-06,1.895565972,0.142935417
2016-10-07,1.972796528,0.143633333
2016-10-08,0.249532639,0.143572222
2016-10-09,0.246499306,0.143069444
2016-10-10,2.209179167,0.142780556
2016-10-11,2.106791667,0.143841667
2016-10-12,1.972857342,0.143074461
2016-10-13,2.128931944,0.143643056
2016-10-14,2.057845139,0.143781944
2016-10-15,0.237970833,0.143757639
2016-10-16,0.244652778,0.143911806
2016-10-17,2.193542361,0.140725694
2016-10-18,2.1049,0.141831944
2016-10-19,2.090743394,0.141697497
2016-10-20,2.189113194,0.14174375
2016-10-21,2.145200834,0.141580264
2016-10-22,0.376714583,0.1443125
2016-10-23,0.681574306,0.143876389
2016-10-24,2.24415312,0.141008708
2016-10-25,2.2157121,0.141057719
2016-10-26,2.217204167,0.141184028
2016-10-27,2.116780556,0.141501389
2016-10-28,1.942125694,0.143530556
2016-10-29,0.3828,0.144173611
2016-10-30,0.382400694,0.143811806
2016-10-31,2.060323611,0.143772222
2016-11-01,2.084345139,0.143538194
2016-11-02,2.017680556,0.143956944
2016-11-03,2.555379861,0.144081944
2016-11-04,2.1475625,0.144140278
2016-11-05,0.6811875,0.143731944
2016-11-06,0.878433333,0.144195139
2016-11-07,2.409786111,0.143767361
2016-11-08,2.456953472,0.144244444
2016-11-09,2.610055245,0.143239161
2016-11-10,2.452130556,0.143751389
2016-11-11,2.376501389,0.144215278
2016-11-12,1.064924306,0.144091667
2016-11-13,1.081549306,0.143827778
2016-11-14,2.564054204,0.143110493
2016-11-15,2.308766667,0.142009722
2016-11-16,2.162970139,0.144069444
2016-11-17,2.166391667,0.144059028
2016-11-18,2.264253472,0.143740278
2016-11-19,0.836736111,0.145090972
2016-11-20,0.816147222,0.1439375
2016-11-21,2.303435417,0.144309722
2016-11-22,2.162732639,0.144078472
2016-11-23,2.229486806,0.143753472
2016-11-24,2.199811806,0.142975694
2016-11-25,2.39668125,0.142995833
2016-11-26,1.130785417,0.144090278
2016-11-27,2.053285417,0.143589583
2016-11-28,2.532935417,0.144027083
2016-11-29,2.526822917,0.144495139
2016-11-30,2.566395833,0.144734722
2016-12-01,2.351991667,0.143636806
2016-12-02,2.303415972,0.143874306
2016-12-03,1.1183375,0.144201389
2016-12-04,2.374909722,0.144257639
2016-12-05,2.709663889,0.144413889
2016-12-06,2.441571528,0.143888889
2016-12-07,2.215310632,0.143682418
2016-12-08,2.140527083,0.144569444
2016-12-09,2.096393056,0.144743056
2016-12-10,0.672630556,0.143783333
2016-12-11,0.76306875,0.144090972
2016-12-12,2.248119444,0.143840972
2016-12-13,2.148315972,0.144170833
2016-12-14,2.146215278,0.144261111
2016-12-15,2.159398193,0.144759555
2016-12-16,2.18535625,0.144325
2016-12-17,0.73653254,0.144077677
2016-12-18,0.782217361,0.144227083
2016-12-19,2.303911806,0.144198611
2016-12-20,2.431935417,0.145845833
2016-12-21,2.291976389,0.144320139
2016-12-22,2.188714583,0.144791667
2016-12-23,2.173597222,0.144500694
2016-12-24,0.700457639,0.144047222
2016-12-25,0.784786111,0.143857639
2016-12-26,0.863292361,0.143782639
2016-12-27,2.258116667,0.14385
2016-12-28,2.419511111,0.143686111
2016-12-29,2.411875,0.144377778
2016-12-30,2.392805556,0.14449375
2016-12-31,1.198192361,0.144504167
