DateTime,Date,Power[kW],PV panels power [kW]
2020-01-31,2020-01-012020-01-022020-01-032020-01-042020-01-052020-01-062020-01-072020-01-082020-01-092020-01-102020-01-112020-01-122020-01-132020-01-142020-01-152020-01-162020-01-172020-01-182020-01-192020-01-202020-01-212020-01-222020-01-232020-01-242020-01-252020-01-262020-01-272020-01-282020-01-292020-01-302020-01-31,169.17197222222222,-12.510220138888888
2020-02-29,2020-02-012020-02-022020-02-032020-02-042020-02-052020-02-062020-02-072020-02-082020-02-092020-02-102020-02-112020-02-122020-02-132020-02-142020-02-152020-02-162020-02-172020-02-182020-02-192020-02-202020-02-212020-02-222020-02-232020-02-242020-02-252020-02-262020-02-272020-02-282020-02-29,201.57271527777777,-21.133790972222222
2020-03-31,2020-03-012020-03-022020-03-032020-03-042020-03-052020-03-062020-03-072020-03-082020-03-092020-03-102020-03-112020-03-122020-03-132020-03-142020-03-152020-03-162020-03-172020-03-182020-03-192020-03-202020-03-212020-03-222020-03-232020-03-242020-03-252020-03-262020-03-272020-03-282020-03-292020-03-302020-03-31,162.97798863245183,-66.95925243750379
2020-04-30,2020-04-012020-04-022020-04-032020-04-042020-04-052020-04-062020-04-072020-04-082020-04-092020-04-102020-04-112020-04-122020-04-132020-04-142020-04-152020-04-162020-04-172020-04-182020-04-192020-04-202020-04-212020-04-222020-04-232020-04-242020-04-252020-04-262020-04-272020-04-282020-04-292020-04-30,135.58686312019566,-102.641130232355
2020-05-31,2020-05-012020-05-022020-05-032020-05-042020-05-052020-05-062020-05-072020-05-082020-05-092020-05-102020-05-112020-05-122020-05-132020-05-142020-05-152020-05-162020-05-172020-05-182020-05-192020-05-202020-05-212020-05-222020-05-232020-05-242020-05-252020-05-262020-05-272020-05-282020-05-292020-05-302020-05-31,94.7191875,-117.68965555555556
2020-06-30,2020-06-012020-06-022020-06-032020-06-042020-06-052020-06-062020-06-072020-06-082020-06-092020-06-102020-06-112020-06-122020-06-132020-06-142020-06-152020-06-162020-06-172020-06-182020-06-192020-06-202020-06-212020-06-222020-06-232020-06-242020-06-252020-06-262020-06-272020-06-282020-06-292020-06-30,80.93171527777778,-95.14197847222222
2020-07-31,2020-07-012020-07-022020-07-032020-07-042020-07-052020-07-062020-07-072020-07-082020-07-092020-07-102020-07-112020-07-122020-07-132020-07-142020-07-152020-07-162020-07-172020-07-182020-07-192020-07-202020-07-212020-07-222020-07-232020-07-242020-07-252020-07-262020-07-272020-07-282020-07-292020-07-302020-07-31,78.04834819781797,-86.89990711056313
2020-08-31,2020-08-012020-08-022020-08-032020-08-042020-08-052020-08-062020-08-072020-08-082020-08-092020-08-102020-08-112020-08-122020-08-132020-08-142020-08-152020-08-162020-08-172020-08-182020-08-192020-08-202020-08-212020-08-222020-08-232020-08-242020-08-252020-08-262020-08-272020-08-282020-08-292020-08-302020-08-31,137.31411805555555,-83.26922916666666
2020-09-30,2020-09-012020-09-022020-09-032020-09-042020-09-052020-09-062020-09-072020-09-082020-09-092020-09-102020-09-112020-09-122020-09-132020-09-142020-09-152020-09-162020-09-172020-09-182020-09-192020-09-202020-09-212020-09-222020-09-232020-09-242020-09-252020-09-262020-09-272020-09-282020-09-292020-09-30,96.19928472222222,-66.53906388888889
2020-10-31,2020-10-012020-10-022020-10-032020-10-042020-10-052020-10-062020-10-072020-10-082020-10-092020-10-102020-10-112020-10-122020-10-132020-10-142020-10-152020-10-162020-10-172020-10-182020-10-192020-10-202020-10-212020-10-222020-10-232020-10-242020-10-252020-10-262020-10-272020-10-282020-10-292020-10-302020-10-31,129.84923527253667,-26.53999844601677
2020-11-30,2020-11-012020-11-022020-11-032020-11-042020-11-052020-11-062020-11-072020-11-082020-11-092020-11-102020-11-112020-11-122020-11-132020-11-142020-11-152020-11-162020-11-172020-11-182020-11-192020-11-202020-11-212020-11-222020-11-232020-11-242020-11-252020-11-262020-11-272020-11-282020-11-292020-11-30,145.4494724099099,-20.498303566066067
2020-12-31,2020-12-012020-12-022020-12-032020-12-042020-12-052020-12-062020-12-072020-12-082020-12-092020-12-102020-12-112020-12-122020-12-132020-12-142020-12-152020-12-162020-12-172020-12-182020-12-192020-12-202020-12-212020-12-222020-12-232020-12-242020-12-252020-12-262020-12-272020-12-282020-12-292020-12-302020-12-31,180.51677083333334,-10.07778125
